,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Mode,Loudness,Tempo,Time_signature,Speechiness,Valence
9799,0.012,0.643,216668.0,0.603,0.0,2.0,0.118,1.0,-5.416,144.01,4.0,0.0311,0.42
9800,0.4,0.495,223348.0,0.695,0.0,8.0,0.088,1.0,-6.331,153.882,4.0,0.0374,0.473
9801,0.0645,0.593,171920.0,0.805,0.0,5.0,0.226,1.0,-4.892,103.949,4.0,0.0347,0.848
9802,0.435,0.722,185658.0,0.565,0.0,4.0,0.165,1.0,-5.848,104.483,4.0,0.0335,0.488
9803,0.0131,0.749,196607.0,0.535,3.65e-05,4.0,0.0982,1.0,-6.785,123.042,4.0,0.0336,0.601
9804,0.142,0.751,232150.0,0.719,0.0,6.0,0.148,0.0,-5.198,98.01,4.0,0.0373,0.437
9805,0.0532,0.781,205404.0,0.465,0.0,6.0,0.0933,0.0,-11.028,102.986,4.0,0.268,0.451
9806,0.966,0.384,229326.0,0.0701,0.00017,9.0,0.0805,1.0,-16.512,63.425,4.0,0.0367,0.288
9807,0.346,0.717,161952.0,0.537,0.0,1.0,0.127,1.0,-11.704,161.918,4.0,0.181,0.743
9808,0.279,0.582,255402.0,0.819,0.0,0.0,0.134,1.0,-4.236,171.079,3.0,0.0559,0.886
9809,0.169,0.77,215760.0,0.636,0.0,11.0,0.0676,0.0,-6.724,105.93,4.0,0.131,0.492
9810,0.00157,0.899,225924.0,0.509,0.0,9.0,0.0573,1.0,-8.04,150.001,4.0,0.387,0.599
9811,0.433,0.448,221307.0,0.603,0.0,7.0,0.0862,1.0,-7.176,205.272,3.0,0.064,0.422
9812,0.0334,0.721,221714.0,0.716,0.00084,10.0,0.237,0.0,-7.037,104.994,4.0,0.0657,0.667
9813,0.218,0.783,224625.0,0.75,0.0,1.0,0.546,1.0,-4.891,123.043,4.0,0.106,0.48
9814,0.355,0.744,228816.0,0.514,0.0,6.0,0.184,1.0,-6.103,136.013,4.0,0.0746,0.449
9815,0.691,0.755,203200.0,0.557,0.0,3.0,0.104,1.0,-5.982,130.03,4.0,0.0302,0.743
9816,0.0376,0.782,195307.0,0.731,3.15e-05,3.0,0.0956,0.0,-4.581,138.032,4.0,0.143,0.824
9817,0.0366,0.53,230842.0,0.848,0.0,8.0,0.172,1.0,-3.833,143.953,4.0,0.0427,0.749
9818,0.518,0.469,210385.0,0.771,0.000197,5.0,0.0789,1.0,-7.071,88.968,4.0,0.338,0.298
9819,0.0196,0.764,176353.0,0.649,0.0,1.0,0.131,1.0,-7.517,135.036,4.0,0.318,0.335
9820,0.601,0.536,208479.0,0.445,0.0,0.0,0.0961,1.0,-7.969,132.035,4.0,0.0304,0.342
9821,0.811,0.491,239001.0,0.549,0.361,2.0,0.0606,1.0,-11.608,99.683,4.0,0.0546,0.48
9822,0.325,0.88,299227.0,0.67,4.17e-06,2.0,0.0662,1.0,-5.177,101.008,4.0,0.0468,0.131
9823,0.0408,0.86,225920.0,0.507,6.15e-06,0.0,0.14,0.0,-5.776,85.005,4.0,0.369,0.15
9824,0.452,0.404,262560.0,0.37,0.519,6.0,0.0982,1.0,-9.603,98.655,3.0,0.0265,0.162
9825,0.156,0.793,168947.0,0.714,0.0,7.0,0.136,1.0,-7.562,100.036,4.0,0.193,0.794
9826,0.728,0.647,210480.0,0.294,0.0,6.0,0.123,0.0,-10.344,124.999,3.0,0.0312,0.323
9827,0.673,0.603,178806.0,0.418,0.0,11.0,0.132,1.0,-7.431,77.457,4.0,0.0441,0.346
9828,0.00666,0.696,215387.0,0.65,0.153,4.0,0.14,0.0,-5.712,91.997,4.0,0.0326,0.587
9829,0.022,0.582,165587.0,0.846,0.0,0.0,0.133,1.0,-2.771,92.004,4.0,0.0451,0.736
9830,0.271,0.812,241293.0,0.496,0.0,9.0,0.0955,0.0,-5.969,109.979,4.0,0.297,0.55
9831,0.639,0.763,122113.0,0.542,0.0,3.0,0.113,0.0,-6.753,142.031,4.0,0.148,0.504
9832,0.187,0.612,175194.0,0.532,0.576,6.0,0.147,0.0,-6.834,101.991,4.0,0.0426,0.0795
9833,0.811,0.556,103987.0,0.425,1.97e-06,10.0,0.127,0.0,-6.964,89.385,4.0,0.314,0.676
9834,0.519,0.879,243463.0,0.574,8.76e-06,10.0,0.144,0.0,-5.602,144.911,4.0,0.391,0.346
9835,0.116,0.674,174800.0,0.568,0.0,1.0,0.165,1.0,-6.356,166.107,4.0,0.0408,0.64
9836,0.22,0.471,183851.0,0.639,3.46e-05,2.0,0.0953,1.0,-5.908,199.918,4.0,0.0318,0.706
9837,0.519,0.573,160707.0,0.747,1.13e-06,0.0,0.0867,1.0,-6.46,79.952,4.0,0.0319,0.645
9838,0.00122,0.705,226533.0,0.728,0.0693,4.0,0.0753,0.0,-3.184,109.991,4.0,0.035,0.966
9839,0.837,0.26,200304.0,0.261,0.0,4.0,0.249,1.0,-9.651,138.2,3.0,0.0358,0.226
9840,0.178,0.844,244941.0,0.513,0.0,1.0,0.0845,1.0,-8.769,128.085,4.0,0.335,0.344
9841,0.798,0.564,131437.0,0.596,0.787,3.0,0.118,1.0,-5.909,135.014,4.0,0.0273,0.308
9842,0.513,0.422,227370.0,0.269,0.000212,8.0,0.203,1.0,-9.457,111.884,3.0,0.0359,0.052
9843,0.721,0.632,219696.0,0.556,0.0,1.0,0.0995,1.0,-8.851,78.603,4.0,0.12,0.385
9844,0.248,0.694,192183.0,0.652,0.0,5.0,0.0293,1.0,-8.751,87.966,4.0,0.296,0.759
9845,0.913,0.368,577199.0,0.286,0.177,9.0,0.099,0.0,-13.031,77.826,4.0,0.0294,0.312
9846,0.781,0.462,275187.0,0.288,0.756,5.0,0.131,1.0,-11.199,130.164,4.0,0.0288,0.0589
9847,0.0417,0.452,264213.0,0.834,0.00036,11.0,0.119,1.0,-4.657,142.088,4.0,0.0967,0.514
9848,0.0579,0.802,172196.0,0.82,0.0,10.0,0.149,0.0,-5.969,164.005,4.0,0.146,0.613
9849,0.00024,0.577,206405.0,0.884,0.000262,10.0,0.287,0.0,-3.548,91.026,3.0,0.0903,0.686
9850,0.106,0.598,189813.0,0.768,0.0,1.0,0.107,0.0,-4.713,148.007,4.0,0.0484,0.206
9851,0.0824,0.915,218710.0,0.588,0.000169,7.0,0.104,0.0,-6.302,123.936,4.0,0.0677,0.329
9852,0.582,0.819,268893.0,0.458,0.173,4.0,0.128,0.0,-10.223,122.981,4.0,0.167,0.232
9853,0.0131,0.77,179773.0,0.599,0.0,2.0,0.0711,0.0,-8.663,159.966,4.0,0.661,0.427
9854,0.497,0.666,141413.0,0.603,0.0,1.0,0.112,1.0,-5.671,102.94,4.0,0.0763,0.262
9855,0.066,0.689,226006.0,0.463,0.000152,2.0,0.145,0.0,-8.121,86.998,4.0,0.0365,0.864
9856,0.011,0.459,204240.0,0.864,3.36e-06,1.0,0.314,1.0,-4.397,74.867,4.0,0.059,0.623
9857,0.0077,0.69,187027.0,0.714,7.23e-05,7.0,0.191,1.0,-5.948,112.009,4.0,0.0338,0.489
9858,0.00319,0.892,172630.0,0.588,0.000162,1.0,0.0498,0.0,-4.287,120.042,4.0,0.11,0.753
9859,0.489,0.442,183428.0,0.579,1.04e-06,5.0,0.126,1.0,-6.484,83.336,4.0,0.145,0.546
9860,0.41,0.872,180000.0,0.595,0.0,5.0,0.109,1.0,-7.85,136.897,4.0,0.228,0.589
9861,0.208,0.868,225440.0,0.654,0.0,9.0,0.187,0.0,-4.832,138.02,4.0,0.0766,0.299
9862,0.793,0.526,84706.0,0.532,0.96,8.0,0.11,1.0,-13.295,89.352,4.0,0.0541,0.0362
9863,0.107,0.665,156621.0,0.832,0.0,10.0,0.776,0.0,-3.166,164.147,4.0,0.34,0.498
9864,0.00131,0.503,206147.0,0.568,0.00144,4.0,0.0856,0.0,-7.182,126.935,4.0,0.0341,0.0705
9865,0.162,0.709,205460.0,0.676,0.0,9.0,0.349,1.0,-7.369,144.067,4.0,0.329,0.68
9866,0.0863,0.801,180147.0,0.589,0.0,7.0,0.162,1.0,-5.157,116.934,4.0,0.0485,0.58
9867,0.264,0.732,150000.0,0.732,0.0,5.0,0.092,0.0,-5.314,159.861,4.0,0.27,0.635
9868,0.148,0.734,206947.0,0.511,0.0,0.0,0.29,0.0,-4.905,124.995,4.0,0.0592,0.727
9869,0.0695,0.643,250142.0,0.594,1.46e-05,9.0,0.115,0.0,-5.191,118.037,4.0,0.0312,0.195
9870,0.106,0.85,184440.0,0.556,0.0,9.0,0.144,1.0,-8.143,114.987,4.0,0.0927,0.883
9871,0.65,0.699,176320.0,0.414,0.000942,9.0,0.103,1.0,-10.756,99.993,4.0,0.0269,0.419
9872,0.252,0.837,184436.0,0.791,1.14e-06,4.0,0.188,0.0,-3.157,91.98,4.0,0.0773,0.618
9873,0.0399,0.778,180960.0,0.664,1.95e-06,4.0,0.31,0.0,-4.627,94.951,4.0,0.083,0.657
9874,0.111,0.845,198320.0,0.813,0.00241,4.0,0.174,0.0,-2.979,90.98,4.0,0.077,0.586
9875,0.823,0.296,212720.0,0.351,1.45e-06,6.0,0.11,1.0,-9.538,177.06,3.0,0.0352,0.19
9876,0.304,0.62,157303.0,0.616,0.00954,1.0,0.264,1.0,-10.071,169.139,4.0,0.143,0.67
9877,0.0156,0.566,179979.0,0.66,0.0,1.0,0.234,1.0,-4.039,162.159,3.0,0.0479,0.52
9878,0.029,0.888,143792.0,0.525,5.68e-06,1.0,0.137,1.0,-5.665,133.983,4.0,0.305,0.243
9879,0.23,0.55,66203.0,0.77,0.0,11.0,0.18,1.0,-6.211,72.717,4.0,0.358,0.611
9880,0.0111,0.505,259520.0,0.839,0.0,11.0,0.211,0.0,-4.966,139.961,4.0,0.0569,0.326
9881,0.0489,0.521,244573.0,0.592,0.0,9.0,0.267,1.0,-9.801,129.754,4.0,0.134,0.356
9882,0.0343,0.61,119333.0,0.748,0.0,5.0,0.0621,1.0,-4.232,68.398,4.0,0.127,0.741
9883,0.0268,0.847,267107.0,0.579,0.0545,1.0,0.102,1.0,-5.314,137.998,4.0,0.0719,0.569
9884,0.294,0.757,227727.0,0.807,0.0,7.0,0.106,0.0,-3.031,90.009,4.0,0.0741,0.915
9885,0.0152,0.866,180114.0,0.699,0.0,11.0,0.132,0.0,-6.166,96.046,4.0,0.403,0.352
9886,0.00985,0.42,244040.0,0.823,0.0,1.0,0.103,1.0,-4.889,163.997,4.0,0.0434,0.517
9887,0.145,0.714,206073.0,0.663,0.0,8.0,0.264,1.0,-5.799,95.497,4.0,0.0694,0.64
9888,0.0563,0.78,136357.0,0.527,0.000412,9.0,0.0437,0.0,-4.702,99.986,4.0,0.0296,0.588
9889,0.468,0.764,189253.0,0.528,0.0,5.0,0.0811,0.0,-4.082,123.936,5.0,0.0588,0.422
9890,0.809,0.564,181229.0,0.122,0.0,8.0,0.0832,1.0,-12.763,87.696,4.0,0.0317,0.452
9891,0.0167,0.694,184858.0,0.807,0.0,2.0,0.547,1.0,-3.183,144.031,4.0,0.0888,0.797
9892,0.845,0.693,175354.0,0.0693,1.14e-06,1.0,0.142,1.0,-20.707,67.448,3.0,0.0492,0.217
9893,0.071,0.859,244761.0,0.6,0.0,7.0,0.353,0.0,-4.63,123.017,4.0,0.301,0.568
9894,0.825,0.526,155917.0,0.56,0.015,9.0,0.493,1.0,-9.839,90.882,4.0,0.026,0.735
9895,0.163,0.708,166579.0,0.781,0.885,11.0,0.392,0.0,-8.267,74.997,4.0,0.0638,0.345
9896,0.188,0.845,279907.0,0.631,0.0,7.0,0.0806,0.0,-8.206,111.983,4.0,0.216,0.545
9897,0.229,0.68,114460.0,0.659,0.0,6.0,0.474,1.0,-7.186,98.877,4.0,0.151,0.75
9898,0.0541,0.791,177653.0,0.718,0.0,10.0,0.334,0.0,-6.343,108.049,4.0,0.0643,0.422
9899,0.00994,0.764,91585.0,0.456,0.925,2.0,0.111,1.0,-10.227,125.965,4.0,0.264,0.227
9900,0.422,0.533,97686.0,0.168,0.39,11.0,0.135,0.0,-13.329,114.757,4.0,0.0472,0.074
9901,0.0143,0.539,173920.0,0.39,0.000125,4.0,0.174,0.0,-8.341,119.791,3.0,0.0293,0.361
9902,0.0965,0.69,85680.0,0.44,6.2e-05,1.0,0.0611,1.0,-8.939,84.37,4.0,0.291,0.234
9903,0.159,0.506,241787.0,0.421,2.65e-06,0.0,0.105,1.0,-6.967,113.777,3.0,0.0353,0.411
9904,0.215,0.74,270400.0,0.698,0.0,6.0,0.116,0.0,-3.838,139.99,4.0,0.0388,0.529
9905,0.0149,0.785,176219.0,0.721,0.00432,8.0,0.285,1.0,-5.457,121.962,4.0,0.0506,0.894
9906,0.253,0.75,157133.0,0.789,0.0,2.0,0.129,1.0,-4.578,147.957,4.0,0.108,0.673
9907,0.014,0.83,146773.0,0.504,2.74e-05,11.0,0.11,1.0,-8.92,157.004,4.0,0.452,0.15
9908,0.484,0.643,189289.0,0.178,0.0108,4.0,0.122,0.0,-8.56,85.042,4.0,0.0588,0.0674
9909,0.157,0.842,212500.0,0.801,4.82e-06,8.0,0.0642,0.0,-4.167,95.881,4.0,0.228,0.617
9910,0.292,0.66,194840.0,0.83,0.0,5.0,0.141,1.0,-5.099,122.079,4.0,0.029,0.856
9911,0.0817,0.77,199587.0,0.697,0.0,0.0,0.0663,1.0,-2.644,170.084,4.0,0.0607,0.428
9912,0.272,0.802,157202.0,0.645,0.0,5.0,0.119,0.0,-6.181,100.001,4.0,0.0715,0.376
9913,0.313,0.612,202723.0,0.651,0.0,2.0,0.114,0.0,-8.292,182.87,3.0,0.19,0.556
9914,0.0992,0.628,201081.0,0.64,0.0,6.0,0.138,0.0,-4.164,129.815,4.0,0.0491,0.409
9915,0.229,0.637,185461.0,0.501,5.91e-05,0.0,0.099,0.0,-6.148,103.993,4.0,0.187,0.431
9916,0.101,0.863,111227.0,0.625,4.13e-06,8.0,0.166,1.0,-6.323,83.98,4.0,0.313,0.456
9917,0.0013,0.661,200786.0,0.516,0.0,8.0,0.0998,1.0,-11.207,140.077,4.0,0.0425,0.333
9918,0.533,0.704,237760.0,0.71,0.0011,8.0,0.148,1.0,-7.387,123.89,4.0,0.0284,0.897
9919,0.00202,0.695,175569.0,0.566,0.0,6.0,0.167,0.0,-7.484,80.029,4.0,0.124,0.388
9920,0.451,0.747,182000.0,0.458,0.0,6.0,0.252,1.0,-6.891,75.029,4.0,0.303,0.47
9921,0.00829,0.526,242325.0,0.785,0.0,6.0,0.0756,1.0,-4.165,111.073,4.0,0.0361,0.385
9922,0.0394,0.577,181421.0,0.811,0.0,2.0,0.11,1.0,-5.123,92.002,4.0,0.075,0.666
9923,0.489,0.571,199360.0,0.62,0.0,11.0,0.114,1.0,-5.879,144.054,4.0,0.0298,0.72
9924,0.0164,0.891,83887.0,0.521,0.0898,2.0,0.0996,1.0,-8.762,123.981,4.0,0.094,0.505
9925,0.613,0.41,175500.0,0.655,0.000117,0.0,0.329,1.0,-6.701,174.021,4.0,0.0313,0.495
9926,0.882,0.458,249427.0,0.137,0.0,8.0,0.15,1.0,-14.083,80.824,4.0,0.0355,0.437
9927,0.156,0.759,158900.0,0.605,0.0,7.0,0.694,1.0,-7.737,121.049,4.0,0.0433,0.64
9928,0.582,0.68,144724.0,0.313,0.0,3.0,0.19,0.0,-13.672,135.034,4.0,0.0347,0.405
9929,0.636,0.414,150613.0,0.544,1.71e-05,5.0,0.0813,1.0,-9.455,171.867,4.0,0.102,0.0569
9930,0.00955,0.529,212547.0,0.931,0.0,4.0,0.465,1.0,-1.538,92.466,4.0,0.0581,0.695
9931,0.374,0.717,128640.0,0.372,0.296,11.0,0.117,0.0,-12.878,90.323,4.0,0.0278,0.735
9932,0.359,0.907,148840.0,0.59,3.47e-05,7.0,0.107,0.0,-6.941,99.982,4.0,0.115,0.407
9933,0.241,0.846,209680.0,0.548,0.0713,1.0,0.0419,1.0,-6.397,94.925,4.0,0.256,0.516
9934,0.218,0.912,106667.0,0.695,0.0,6.0,0.11,1.0,-7.751,99.044,4.0,0.0771,0.716
9935,0.0229,0.752,111282.0,0.87,2.28e-06,1.0,0.0996,0.0,-4.267,160.128,4.0,0.182,0.761
9936,5.54e-05,0.521,322340.0,0.895,0.349,7.0,0.0985,1.0,-5.242,120.117,4.0,0.0442,0.237
9937,0.716,0.655,169175.0,0.569,7.4e-06,1.0,0.135,0.0,-5.018,150.267,4.0,0.0349,0.44
9938,0.391,0.731,168751.0,0.523,0.283,1.0,0.118,1.0,-9.365,122.786,5.0,0.139,0.34
9939,0.0408,0.721,204498.0,0.918,2.45e-05,10.0,0.233,1.0,-3.347,137.03,4.0,0.0678,0.965
9940,0.144,0.644,213373.0,0.661,1.54e-06,4.0,0.177,1.0,-6.161,82.022,4.0,0.0332,0.55
9941,0.964,0.49,324499.0,0.104,0.0,4.0,0.162,0.0,-13.208,86.675,4.0,0.0635,0.278
9942,0.292,0.826,207786.0,0.532,0.0,9.0,0.075,1.0,-11.731,92.003,4.0,0.238,0.45
9943,0.0569,0.892,135471.0,0.384,7.64e-05,11.0,0.105,0.0,-12.975,140.091,4.0,0.407,0.512
9944,0.0189,0.547,215373.0,0.526,0.0,2.0,0.117,1.0,-5.985,141.951,4.0,0.0273,0.345
9945,0.932,0.207,61048.0,0.594,0.743,6.0,0.111,0.0,-33.05,135.367,4.0,0.0573,0.0353
9946,0.704,0.67,201730.0,0.661,0.0,3.0,0.217,0.0,-6.798,119.985,4.0,0.0466,0.425
9947,0.00121,0.449,247613.0,0.825,0.0,11.0,0.208,1.0,-5.177,135.934,4.0,0.037,0.223
9948,0.04,0.705,207925.0,0.918,9.3e-05,6.0,0.0803,0.0,-2.77,92.511,4.0,0.0684,0.546
9949,0.143,0.879,199711.0,0.703,0.0,1.0,0.0569,1.0,-4.219,94.004,4.0,0.0701,0.788
9950,0.684,0.713,211175.0,0.557,0.0,0.0,0.146,1.0,-9.81,110.048,4.0,0.117,0.346
9951,0.877,0.149,200000.0,0.254,0.965,1.0,0.111,1.0,-38.619,137.11,3.0,0.0728,0.0678
9952,0.000466,0.473,216627.0,0.749,5.5e-06,1.0,0.0883,0.0,-5.047,150.022,4.0,0.0287,0.167
9953,0.391,0.671,208533.0,0.463,0.0,11.0,0.162,1.0,-8.534,85.002,4.0,0.0439,0.347
9954,0.737,0.466,198520.0,0.672,0.0,4.0,0.0858,1.0,-5.926,89.081,4.0,0.036,0.334
9955,0.102,0.476,158120.0,0.701,0.0,0.0,0.242,1.0,-4.234,163.882,4.0,0.0349,0.405
9956,0.456,0.493,204640.0,0.772,3.2e-06,7.0,0.107,1.0,-5.875,140.996,4.0,0.0452,0.472
9957,0.418,0.287,271467.0,0.364,1.8e-05,9.0,0.185,1.0,-8.295,103.777,4.0,0.0306,0.11
9958,0.137,0.49,250000.0,0.58,0.0183,9.0,0.0836,1.0,-8.691,91.196,4.0,0.0318,0.237
9959,0.655,0.358,250686.0,0.465,0.0,10.0,0.155,1.0,-7.384,87.706,4.0,0.0433,0.535
9960,0.633,0.757,115226.0,0.276,0.911,8.0,0.124,0.0,-13.018,100.007,4.0,0.0724,0.091
9961,0.00099,0.77,122787.0,0.582,0.000552,1.0,0.245,1.0,-11.765,139.957,4.0,0.18,0.278
9962,0.773,0.171,119000.0,0.995,0.989,3.0,0.967,0.0,-24.27,48.19,4.0,0.0438,1e-05
9963,0.0687,0.614,184665.0,0.647,0.0,0.0,0.104,0.0,-4.681,163.862,4.0,0.0524,0.368
9964,0.0505,0.777,221653.0,0.782,0.0,0.0,0.64,0.0,-4.435,94.023,4.0,0.0907,0.773
9965,0.408,0.748,187987.0,0.538,0.0,6.0,0.219,0.0,-3.877,130.229,4.0,0.0277,0.749
9966,0.753,0.688,360960.0,0.62,5.32e-06,11.0,0.157,0.0,-8.029,170.011,4.0,0.22,0.727
9967,0.853,0.859,135000.0,0.545,0.0,9.0,0.0928,1.0,-9.39,128.0,4.0,0.248,0.722
9968,0.0789,0.818,193384.0,0.503,0.0,1.0,0.623,1.0,-9.546,153.958,4.0,0.357,0.633
9969,0.0312,0.797,166452.0,0.86,0.0137,10.0,0.334,0.0,-4.38,124.033,4.0,0.0413,0.192
9970,0.704,0.63,270893.0,0.31,0.0011,9.0,0.128,1.0,-9.253,93.067,4.0,0.028,0.0712
9971,0.0337,0.646,245093.0,0.677,2e-06,0.0,0.13,0.0,-9.477,128.125,4.0,0.0432,0.588
9972,0.0771,0.59,174444.0,0.642,0.0,7.0,0.105,1.0,-3.87,107.356,4.0,0.122,0.651
9973,0.122,0.489,265133.0,0.477,0.0,2.0,0.1,1.0,-7.343,136.045,4.0,0.0299,0.177
9974,0.136,0.746,225933.0,0.7,0.000159,0.0,0.11,1.0,-4.669,176.044,4.0,0.341,0.619
9975,0.298,0.643,137855.0,0.712,0.427,11.0,0.105,0.0,-12.42,100.701,4.0,0.0536,0.173
9976,0.507,0.63,212713.0,0.423,2.24e-06,2.0,0.219,1.0,-7.705,90.019,4.0,0.0318,0.319
9977,0.329,0.45,208880.0,0.619,0.0,9.0,0.319,1.0,-7.412,83.3,4.0,0.372,0.427
9978,0.0981,0.896,169044.0,0.577,0.0,9.0,0.11,0.0,-3.588,146.002,4.0,0.3,0.655
9979,0.308,0.416,73045.0,0.472,0.000284,10.0,0.132,0.0,-7.137,135.308,4.0,0.11,0.494
9980,0.0481,0.644,201540.0,0.657,0.0,0.0,0.332,1.0,-5.506,99.966,4.0,0.0253,0.53
9981,0.00236,0.59,250942.0,0.532,3.16e-05,4.0,0.136,1.0,-7.094,92.901,4.0,0.0282,0.304
9982,0.0926,0.798,250272.0,0.723,0.0,5.0,0.112,0.0,-6.231,145.992,4.0,0.0601,0.338
9983,0.137,0.76,233546.0,0.746,0.0,0.0,0.0905,0.0,-5.331,100.011,4.0,0.227,0.449
9984,0.0574,0.409,209667.0,0.765,0.0,10.0,0.0922,0.0,-5.674,97.383,4.0,0.104,0.365
9985,0.0132,0.618,171880.0,0.823,0.0,7.0,0.288,1.0,-4.76,82.004,4.0,0.0447,0.58
9986,0.00422,0.341,138119.0,0.661,0.0,10.0,0.103,1.0,-4.251,154.99,4.0,0.0335,0.675
9987,0.318,0.927,182320.0,0.486,1.72e-05,10.0,0.0973,1.0,-7.236,136.966,4.0,0.309,0.353
9988,0.0741,0.847,153958.0,0.65,0.0,0.0,0.341,1.0,-7.237,94.014,4.0,0.254,0.159
9989,0.225,0.56,182707.0,0.721,0.0339,7.0,0.0453,1.0,-6.669,119.285,4.0,0.0629,0.966
9990,0.0149,0.661,180293.0,0.572,0.0,1.0,0.175,1.0,-7.101,159.961,4.0,0.338,0.339
9991,0.203,0.714,231653.0,0.686,7.76e-06,11.0,0.102,1.0,-6.333,127.015,4.0,0.0445,0.828
9992,0.692,0.816,185899.0,0.781,0.00928,1.0,0.0835,0.0,-4.237,99.95,4.0,0.0425,0.937
9993,0.0297,0.91,216267.0,0.402,0.00018,1.0,0.0801,1.0,-9.55,135.993,4.0,0.0857,0.825
9994,0.134,0.631,181400.0,0.625,0.0196,0.0,0.117,1.0,-10.73,155.987,4.0,0.0374,0.305
9995,0.613,0.389,271200.0,0.322,0.000534,2.0,0.093,1.0,-8.933,86.929,4.0,0.0355,0.453
9996,0.0563,0.618,200137.0,0.791,0.0,4.0,0.233,0.0,-4.292,150.068,4.0,0.0519,0.653
9997,0.115,0.744,256267.0,0.642,3.95e-05,2.0,0.279,0.0,-4.6,94.988,4.0,0.031,0.63
9998,0.198,0.404,220730.0,0.806,0.0,2.0,0.114,1.0,-4.75,148.036,4.0,0.0496,0.112
9999,0.932,0.386,225853.0,0.136,0.0,6.0,0.0653,1.0,-9.267,67.016,3.0,0.0458,0.0976
10000,0.325,0.485,164571.0,0.409,0.0,9.0,0.103,0.0,-10.711,138.419,4.0,0.101,0.376
10001,0.00146,0.514,200040.0,0.73,9.54e-05,1.0,0.0897,1.0,-5.934,171.005,4.0,0.0598,0.334
10002,0.774,0.583,110129.0,0.344,0.0,2.0,0.143,1.0,-8.765,65.203,3.0,0.0559,0.581
10003,0.0212,0.68,215627.0,0.826,1.24e-05,0.0,0.543,1.0,-5.487,118.051,4.0,0.0309,0.644
10004,0.584,0.357,198040.0,0.425,0.0,5.0,0.322,1.0,-7.301,102.078,3.0,0.0333,0.27
10005,0.124,0.792,168490.0,0.511,9.04e-05,2.0,0.14,1.0,-6.876,113.983,4.0,0.0409,0.111
10006,0.258,0.785,193234.0,0.903,0.0,2.0,0.169,1.0,-4.184,139.98,4.0,0.21,0.565
10007,0.345,0.832,132833.0,0.534,0.0,1.0,0.165,0.0,-7.813,93.924,4.0,0.253,0.116
10008,0.499,0.436,279204.0,0.655,8.1e-06,1.0,0.688,0.0,-8.37,121.002,4.0,0.0583,0.412
10009,0.538,0.532,261923.0,0.623,7.28e-05,5.0,0.0925,1.0,-9.208,89.937,4.0,0.0331,0.403
10010,0.00574,0.847,193591.0,0.733,1.04e-05,10.0,0.151,0.0,-6.439,130.029,4.0,0.16,0.202
10011,0.00748,0.819,195906.0,0.626,0.101,10.0,0.167,0.0,-4.574,143.01,4.0,0.202,0.415
10012,0.00237,0.49,246653.0,0.738,4.58e-06,3.0,0.0851,0.0,-7.399,124.966,4.0,0.0367,0.126
10013,0.166,0.6,185573.0,0.76,4.09e-05,6.0,0.189,0.0,-6.124,158.078,4.0,0.0452,0.519
10014,0.0149,0.82,196180.0,0.592,4.71e-06,1.0,0.121,1.0,-7.002,159.98,4.0,0.29,0.4
10015,0.0861,0.596,127921.0,0.575,0.000153,11.0,0.334,0.0,-8.325,98.265,3.0,0.0514,0.34
10016,0.31,0.826,178328.0,0.299,0.0952,9.0,0.0758,1.0,-7.721,97.012,4.0,0.0446,0.215
10017,0.629,0.735,220488.0,0.449,0.0,10.0,0.113,1.0,-7.507,122.947,4.0,0.347,0.0397
10018,0.275,0.765,169227.0,0.556,0.0,11.0,0.0824,1.0,-6.417,111.033,4.0,0.0512,0.274
10019,0.537,0.613,239560.0,0.581,0.000345,0.0,0.25,0.0,-8.588,130.033,4.0,0.0424,0.551
10020,0.191,0.487,232533.0,0.65,0.0,0.0,0.0933,1.0,-5.195,151.964,4.0,0.0253,0.456
10021,0.632,0.39,275194.0,0.499,0.000497,7.0,0.115,1.0,-7.778,200.156,1.0,0.0381,0.34
10022,0.268,0.602,213493.0,0.477,3.1e-05,9.0,0.173,1.0,-8.425,183.89,4.0,0.032,0.552
10023,0.00336,0.65,194621.0,0.613,0.0,9.0,0.267,0.0,-6.13,149.972,4.0,0.128,0.0804
10024,0.44,0.761,238805.0,0.525,6.7e-06,11.0,0.0921,1.0,-6.9,80.87,4.0,0.0944,0.531
10025,0.44,0.761,238805.0,0.525,6.7e-06,11.0,0.0921,1.0,-6.9,80.87,4.0,0.0944,0.531
10026,0.116,0.0555,248000.0,0.0837,1.0,1.0,0.112,1.0,-30.397,59.509,4.0,0.147,0.06
10027,0.145,0.808,210800.0,0.745,0.0,10.0,0.292,0.0,-5.26,165.995,4.0,0.342,0.829
10028,0.357,0.789,167680.0,0.642,0.0,11.0,0.0985,1.0,-8.304,121.003,4.0,0.0352,0.755
10029,0.112,0.653,160191.0,0.524,0.0,11.0,0.203,0.0,-9.016,83.97,4.0,0.0502,0.553
10030,0.0228,0.41,184448.0,0.611,0.0,4.0,0.116,0.0,-8.271,185.727,3.0,0.0467,0.0899
10031,0.524,0.449,198371.0,0.465,1.02e-06,0.0,0.303,1.0,-8.964,89.087,3.0,0.0791,0.543
10032,0.00327,0.856,135960.0,0.564,0.0,6.0,0.134,0.0,-6.295,77.972,4.0,0.392,0.483
10033,0.432,0.306,242010.0,0.664,7.5e-06,9.0,0.135,1.0,-6.07,158.283,4.0,0.0276,0.321
